ID,Name,Description,Eligibility,Deadline,Link,Link2,Type,,Subject,Degree,LstCountry,Country
3306,#2030ISNOW PHOTO CHALLENGE,"The #2030isNow Photo Challenge invites all EU citizens to show how they are helping make the world a better place for all, and win the chance to explore Europe by train. The photo competition is organised as part of the #2030isNow campaign, which aims to raise awareness about the positive impact of Europe and Europeans in achieving the 2030 Agenda for Sustainable Development.",,9/16/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/2030isnowchallenge845x480-3989llzu3ppsnbx7jawz5s.png,http://www.mladiinfo.eu/2019/08/29/2030isnow-photo-challenge/,Competitions,,All,All,All,Europe
3307,Join Climate Tracker at the COP25 Climate Negotiations in Chile!,"The global community agreed in Paris to limit climate change in a way that protects people and the planet. Four years later, we still see countries giving large sums of money to fossil fuels, or planning to expand new coal and gas projects.",,9/27/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/Join-Climate-Tracker-at-the-COP25-Climate-Negotiations-in-Chile-397tz3zbs2gcgyjmte1khs.jpeg,http://www.mladiinfo.eu/2019/08/28/climate-tracker-at-the-cop25/,Competitions,,All,All,All,Chile
3309,The Earth Institute Postdoctoral Research – Colombia University,"The Earth Institute Postdoctoral Research program is the premier program in the world for those dedicated to a better understanding of critical scientific and social issues in global sustainable development. Earth Institute Postdoctoral Researchers will join multidisciplinary teams of outstanding, committed scientists from across the Earth Institute and Columbia University. The program provides innovative postdoctoral scholars with the opportunity to build a foundation in one of the core disciplines represented within the Earth Institute (i.e. social, earth, biological, engineering, and health sciences), while at the same time acquiring the breadth of cross-disciplinary expertise needed to address critical issues related to sustainable development. Specific areas of research include food security, energy systems, climate change impacts, poverty reduction, disease, and environmental degradation. The program offers a unique intellectual surrounding that fosters cross-disciplinary interaction, research and education.",,10/30/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/Earth-Institute-logo-397tqzgwuxlyo0u24rn474.jpg,http://www.mladiinfo.eu/2019/08/27/earth-institute-postdoctoral-research-colombia-university/,Fellowships,,All,All,All,USA
3310,UN University World Institute for Development Economics Research -  Visiting PhD Fellowship Programme,"Our Visiting PhD Fellowship Programme gives registered doctoral students the opportunity to utilize the resources and facilities at UNU-WIDER for their PhD dissertation or thesis research on developing economies, and to work with our researchers in areas of mutual interest. Visiting PhD fellows typically spend three consecutive months at UNU-WIDER before returning to their home institution. During their time in Helsinki, fellows prepare one or more research papers and present a seminar on their research findings. They may also have the opportunity to publish their research in the WIDER Working Paper Series.",Partially Funded,9/30/2019,https://www.wider.unu.edu/sites/all/themes/custom/unuwidertheme/logo.svg,https://www.wider.unu.edu/phdfellows,Fellowships,,"Management, Humanities and Social Sciences",Doctorate,All,Finland
3311,Owl Canyon Press Short Story Hackathon 3,"Writers are invited to create and submit a short story consisting of 50 paragraphs. The contest provides the 1st and 20th paragraphs, and the short story writer crafts the rest. First prize is $3000, 2nd prize is $2000, and 3rd prize is $1000 with the winning short stories published in a short story anthology, as well as an invitation to give a public reading at Inkberry Books in Niwot, CO. The twenty-four (24) Finalists will also have their short stories included in this anthology.",Partially Funded,9/30/2019,https://images.submittable.com/s3/publisher-files.submittable.com/17220/submit-header.png?height=220&v=1522954003,https://owlcanyonpress.submittable.com/submit/139181/owl-canyon-press-short-story-hackathon-3,Competitions,,All,All,All,Online
3312,"University of California, Irvine - Regents Scholarship for Entering Freshmen",The Regents' Scholarship is the most prestigious scholarship UC Irvine offers to freshmen entering from high school.,Fully Funded,11/30/2019,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhdM8OQdo4cMkl_p7GYQAshsfc7rrBlMrSozg6i7nd_lkMuYwv,https://www.ofas.uci.edu/content/TypesOfAid.aspx?nav=1&id=regents,Scholarship,,All,School,All,USA
3313,Asia Pacific Leadership Program East-West Center,"The Asia Pacific Leadership Program brings together people who want to co-create the future as self-reflective, resilient agents. Using experiential, place-based learning with a focus on equity, cohorts of leaders practice leadership strategies in nurturing environments. For nearly 20 years, we have been cultivating leaders who are motivated and capable of creating positive impact in the Asia Pacific region. Incoming fellows join a network of 653 APLP alumni from 45 countries across the globe.",Fully Funded,11/15/2019,https://images.submittable.com/s3/publisher-files.submittable.com/14987/submit-header.png?width=982&height=220&mode=crop&anchor=middlecenter&v=1536965734,https://www.eastwestcenter.org/professional-development/leadership-programs/asia-pacific-leadership-program-aplp,Workshops,,All,Bachelors,All,USA
3314,Land and Poverty Conference 2020 : Institutions for Equity and Resilience,"Welcome to the 21st Annual World Bank Conference on Land and Poverty! This year’s conference theme will be: Institutions for Equity & Resilience. The Land and Poverty conference 2020 presents the latest research and innovations in policies and good practice on land governance around the world. This conference has become one of the largest international events on land governance, attracting over 1,400 participants from governments, academics, civil society, and the private sector. Please consult the video recordings, papers, and presentations from the 2019 conference and the 2018 conference.",Fully Funded,10/13/2019,https://www.worldbank.org/content/dam/photos/780x439/2016/may-26/Land-Conference-2017.jpg,https://www.worldbank.org/en/events/2020/03/16/land-and-poverty-conference-2020-institutions-for-equity-and-resilience#3,Conferences,,Humanities and Social Sciences,Masters,All,USA
3315,"Raoul Wallenberg Prize, Council of Europe","The Council of Europe Raoul Wallenberg Prize has been awarded every two years since 2014 in recognition of extraordinary humanitarian achievements by a single individual, a group of individuals or an organisation. The prize, which was established by the Committee of Ministers in 2012, derives from an initiative of the Swedish Government with the support of Hungary, both of which still support it financially. The Jury consists of six independent persons of recognised moral standing in the field of human rights and humanitarian work, appointed by: the Secretary General of the Council of Europe, the Swedish Ministry of Foreign Affairs, the municipality of Budapest, the Raoul Wallenberg Institute in Lund, the United Nations High Commissioner for Refugees (UNHCR) and the Raoul Wallenberg family.",,10/31/2019,https://www.coe.int/documents/16695/40444101/Raoul+Wallenberg+Prize.jpg/8df8a574-464d-4f79-a9d5-25eb70908666?t=1539788152000,https://www.coe.int/en/web/portal/raoul-wallenberg-prize,Awards,,All,Bachelors,All,Online
3316,"Thompson Reuters Course on Human Trafficking, Modern Day slavery Lagos","This is an opportunity to pick the brains of reporters who have done extraordinary investigative work or ground-breaking reportage that has changed policy, provoked public outcry or brought traffickers to justice. Attendees will also spend time with experts and those at the coal face of the anti-slavery movement and migration crisis, including some who have been trafficked themselves and gone on to help others move from “victims” to “survivors”.",,10/1/2019,https://globeopportunities.com/wp-content/uploads/2019/09/thomson_reuters_logo7169816696272243040.jpg,https://globeopportunities.com/thompson-reuters-course-on-human-trafficking-modern-day-slavery-lagos-nigeria-fully-funded/,Admissions,,Humanities and Social Sciences,Bachelors,All,Nigeria
3317,"Apply for Climate Tracker Photographer and Document Environmental Projects, 2019/2020","An image can convey a powerful message without the use of a single word, and a series of images can tell an entire story. This past month alone, shocking photographs of the burning Amazon and São Paulo darkened with ash unlocked a story of deforestation, large-scale agricultural and mining operations, and attacks on Indigenous communities. In harnessing the power of visual documentation and storytelling, how can we apply the use of photography to stories of environmental protection and potential solutions in order to understand how we can best move forward?",,9/27/2019,https://globeopportunities.com/wp-content/uploads/2019/09/climate-tracker3454775490109984679..jpg,https://globeopportunities.com/apply-for-climate-tracker-photographer-and-document-environmental-projects-2019-2020/,Admissions,,Humanities and Social Sciences,Bachelors,All,Online
3318,Apply for African Youth Ambassadors For Peace,"The Commission of the African Union, through its Youth for Peace (Y4P) Africa Program of the Peace and Security Department will appoint African Youth Ambassadors for Peace (AYAP), one from each of the five (5) regions of Africa. This is in line with the decision of the Peace and Security Council (PSC) via the communiqué of its 807th meeting held on 8th November 2018 on Youth, Peace and Security. The Council requested the AU Commission to appoint the AYAP to work with the AU Youth Envoy in championing the promotion of peace and security across the continent. It is within this context, that the PSD is launching the call for application to eligible African youth.",,9/15/2019,https://globeopportunities.com/wp-content/uploads/2019/09/au-youth-envoy-thumb-sml253758903707089326.png,https://globeopportunities.com/apply-for-african-youth-ambassadors-for-peace-ayap/,Admissions,,Humanities and Social Sciences,Bachelors,All,Online
3319,PAVE Student Design Competition 2019,"The PAVE Student Design Competition promotes “real world” design experience for college-level students interested in pursuing careers in the retail design industry. Students involved in retail planning, visual merchandising, interior design and branding programs are encouraged to participate in creating a dynamic design space for Bank of America. Students participating in our competition will demonstrate the will to innovate, redesign, and reinvent an actual retail design space.",,11/7/2019,https://globeopportunities.com/wp-content/uploads/2019/09/studentdc-registration-button5576269843571376057.jpg,https://globeopportunities.com/pave-student-design-competition-2019-usa-fully-funded/,Competitions,,Humanities and Social Sciences,Bachelors,All,USA
3320,Anna Lindh Euro-Mediterranean Forum 2020,"The Forum will bring together civil society organizations, youth associations, regional institutions, media bodies, donor agencies and foundations to exchange practices, to promote partnerships and to advocate for policy and operational measures for a new horizon of people-to-people cooperation around the Mediterranean, based on a set of common values and putting intercultural dialogue as the central tool for this cooperation and as a response to the main regional socio-cultural challenges.",,9/20/2019,https://globeopportunities.com/wp-content/uploads/2019/09/med-forum-20206989480927390529875.png,https://globeopportunities.com/anna-lindh-euro-mediterranean-forum-2020-sibenik-croatia-fully-funded/,Conferences,,Humanities and Social Sciences,Bachelors,All,Croatia
3321,The Washington Post Newsroom Summer Paid Internship for Young Professionals 2020,"The Washington Post was founded in 1877 and owned by the Meyer-Graham family from 1933 to 2013, when Amazon CEO Jeff Bezos bought the company. The Post has won more than 60 Pulitzer Prizes and has more than tripled its digital audience since Bezos bought it.Come be a reporter, photographer, videographer, multiplatform editor or producer, news and digital designer, graphics reporter and developer, social media producer, audio producer or editorial writer.",,10/9/2019,https://globeopportunities.com/wp-content/uploads/2019/09/washington-post-logo-1-300x217284985832606931352.png,https://globeopportunities.com/the-washington-post-newsroom-summer-paid-internship-for-young-professionals-2020-us/,Internships,,Humanities and Social Sciences,Bachelors,All,USA
3322,INFONILE Reporting Grant Applications,"InfoNile is a collaborative cross-border group of environmental journalists with a mission to uncover critical stories on water issues in the Nile River Basin of Africa through data-based multimedia storytelling. We work on investigative multimedia data journalism projects on critical issues of water and environment across the Nile Basin; past investigations have included issues of land grabs across the Basin, community-based solutions to wetland destruction in East Africa, and the environmental and health impacts of Sudan’s oil and gas industry. InfoNile is a project of Water Journalists Africa, a network of about 700 journalists in Africa spread across some 50 countries that report on water.",,9/14/2019,https://globeopportunities.com/wp-content/uploads/2019/09/download3781496715238790.png,https://globeopportunities.com/infonile-reporting-grant-applications-climate-change-solutions-in-nile-basin-cities-2019/,Grants,,Humanities and Social Sciences,Bachelors,All,Online
3323,Indigenous Biocultural Exchange Fund 2019,"The focus of the IBEX examines biocultural issues—the rich, but neglected, adaptive interweave of people and place, culture and ecology. IBEX supports indigenous peoples and local communities to have a voice in the policies and forums that concern biocultural diversity at a global level (for example, in relation to UNDRIP and other UN Conventions, such as the Right to Food and the Convention on Biological Diversity).",,10/15/2019,https://globeopportunities.com/wp-content/uploads/2019/03/iie-logo-sized-for-program-pages1218615520100261382.png,https://globeopportunities.com/indigenous-biocultural-exchange-fund-2019-fully-funded/,Internships,,Humanities and Social Sciences,Bachelors,All,Online
3324,12th ASEF Journalists’ Seminar ASEFJS12,Following up on the theme of the 9th ASEF Editors’ Roundtable (ASEFERT9) – “Exploring the Battlefronts of ‘Fake News’: A Tripartite Approach to the Fight Against Misinformation” – the 12th ASEF Journalists’ Seminar (ASEFJS12) will continue along the same path by focusing on media trust and information.,,9/16/2019,https://globeopportunities.com/wp-content/uploads/2019/08/capture-4-396aldlhw50y9fl4x17itc294428603047350876.png,https://globeopportunities.com/12th-asef-journalists-seminar-asefjs12madrid-spain-fully-funded/,Conferences,,Humanities and Social Sciences,Bachelors,All,Spain
3325,NNPC-Chevron JV Scholarship,"Chevron Nigeria Limited, in collaboration with its Joint Venture partner, the Nigerian National Petroleum Corporation (NNPC), is offering a number of University Scholarship Awards to suitably qualiﬁed Nigerian students.",,9/18/2019,https://globeopportunities.com/wp-content/uploads/2019/08/nnpcchevron-jv-national-university-scholarship1477223749882350118.jpg,https://globeopportunities.com/nnpc-chevron-jv-scholarship-for-undergraduate-nigerian-students-2019/,Scholarships,,Humanities and Social Sciences,Bachelors,All,Nigeria
3327,IYAFP Early and Unintended Pregnancies Advocates,"The “Let’s Talk!” campaign is a multinational response to the crisis of early and unintended pregnancy (EUP) across 21 countries in the Eastern and Southern Africa (ESA) region that was recently launched on the 31st of July in Johannesburg, South Africa. The Campaign was commissioned by the Technical Coordinating Group of the ESA Ministerial Commitment 1 through the core partner organisations of UNESCO, UNFPA, SCS and SAfAIDS. The joint effort recognized the damage EUP brings to adolescents, their families and communities throughout the ESA region, and to the economic and social development of their nations.",,9/20/2019,https://globeopportunities.com/wp-content/uploads/2019/08/asset-13letstalk-logo7026394552675414232.png,https://globeopportunities.com/iyafp-early-and-unintended-pregnancies-advocates-2019-in-eastern-and-southern-africa/,Internships,,Humanities and Social Sciences,Bachelors,All,South Africa
3328,Alexander Von Humboldt Foundation German Chancellor Fellowships,"The Alexander von Humboldt Foundation is searching for the leaders of tomorrow – from Brazil, China, India, Russia, and the USA. The German Chancellor Fellowship offers you an opportunity to take the next career step in Germany – irrespective of your field of work.The aim of the German Chancellor Fellowship Programme is to recruit young leaders as future mediators between Germany and their respective countries of origin. In this context, your academic and professional development to date are the central aspects of the assessment.",,9/15/2019,https://globeopportunities.com/wp-content/uploads/2019/08/alexander_von_humboldt488514632128438881.png,https://globeopportunities.com/alexander-von-humboldt-foundation-german-chancellor-fellowships-germany-2019/,Fellowships,,Humanities and Social Sciences,Bachelors,All,Germany
3329,Call For Solution Based Contributions on “Responsive Sustainability”,"In 2015, a group of young Nigerians who are passionate about the environment came together to jointly promote awareness on environmental issues relating to their cities. They settled to do so in the form of an electronic magazine that will collect, order, and share different articles, stories, narratives, and even pictures from different contributors.",,10/31/2019,https://globeopportunities.com/wp-content/uploads/2019/08/img-20190819-wa00012789662430783247284.jpg,https://globeopportunities.com/noow5-call-for-solution-based-contributions-on-responsive-sustainability-2019/,Fellowships,,Humanities and Social Sciences,Bachelors,All,Online
3330,IFC Young Professionals Program 2019/2020,"IFC’s Young Professionals Program is a unique opportunity to launch your career as a global investment professional helping to build the private sector in developing countries. You will join as an Associate in the Investment, Advisory or Treasury streams and will be based in Washington DC for at least one year. You will build your expertise through engagements in different countries, close to IFC’s clients. The program is open to final year students working toward an advanced degree such as an MBA, JD, other relevant Masters degrees or recent graduates.",,10/1/2019,https://globeopportunities.com/wp-content/uploads/2019/08/images-18910209936447436310..jpg,https://globeopportunities.com/world-bank-ifc-young-professionals-program-2019-2020-fully-funded/,Internships,,Humanities and Social Sciences,Bachelors,All,USA
3331,Entry-level Recruitment at United Bank for Africa,"As a brand with Africa as the center of its business operations, UBA strongly believes in Africa and its people with emphasis on being global. We are driving the renaissance of the African economy through innovation in Banking, having successfully built a strong domestic and international brand with footprints in 20 African countries, London, Paris and New York.",,9/30/2019,https://globeopportunities.com/wp-content/uploads/2018/04/uba1664968460.png,https://globeopportunities.com/entry-level-recruitment-at-united-bank-for-africa-plc-uba-2019/,Internships,,Humanities and Social Sciences,Bachelors,All,South Africa
3333,12TH ASEF JOURNALISTS’ SEMINAR,ASEFJS12 will therefore explore how a trust-based approach to reporting can be adopted and strengthened by news media organisations and journalists. This is to help shape positive perceptions among ASEM societies of the value that Asia-Europe relationships presents.,,9/16/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/Capture-4-396aldlhw50y9fl4x17itc.png,http://www.mladiinfo.eu/2019/08/21/12th-asef-journalists-seminar/,Conferences,,All,All,All,Spain
3334,BREAD CONFERENCE ON BEHAVIOURIAL ECONOMICS AND DEVELOPMENT,"The Bureau for Research and Economic Analysis of Development (BREAD) and the Mind and Behaviour Research Group at the Centre for the Study of African Economies (CSAE), University of Oxford, are pleased to announce a Conference on Behavioural Economics and Development that will be hosted at the University of Oxford from Wednesday 5 to Thursday 6 February 2020. The Scientific Organizers of the Conference are: Nava Ashraf (London School of Economics), Marcel Fafchamps (Stanford University), Kate Orkin (University of Oxford) and Simon Quinn (University of Oxford)",,9/20/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/BREAD2020_CFPsopen-39669jlwcv9bvgkjouo5j4.png,http://www.mladiinfo.eu/2019/08/21/bread-conference-behaviourial-economics-development/,Conferences,,All,All,All,United Kingdom
3335,Open Call: 2020 Photography and Social Justice Fellowship,"Each year, the program supports a diverse, international group of Photography and Social Justice Fellows who are passionate about challenging injustice, pursuing social equality, and advancing human rights through photography. With New York City as a cultural resource, the program provides space for interdisciplinary experimentation, mentored project development, and cross-cultural, critical discourse at the intersection of photography and social justice. During the program, Fellows work on projects with support from Magnum Foundation mentors.",,10/15/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/Untitled-15-39623ibmhkthm2e18i7w1s.png,http://www.mladiinfo.eu/2019/08/20/photography-social-justice-fellowship/,Fellowships,,All,All,All,USA
3336,THE WHITLEY FUND FOR NATURE AWARDS,"Whitley Awards are for dynamic mid-career conservationists who are leading wildlife conservation projects in developing countries. Winners tend to be nationals of the country in which they are working, and are looking to scale up work that is proven to be effective and would benefit from further funding and profile boost. To be eligible, projects must involve local communities at the grassroots level and deliver practical action that is founded on science.",,10/31/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/Untitled-16-3962487ftuma425mkyayo0.png,http://www.mladiinfo.eu/2019/08/20/whitley-fund-nature-awards/,Grants,,All,All,All,Africa
3337,New Voices Fellowship at the Aspen Institute in the USA,"The Aspen Institute’s New Voices Fellowship is a year-long program that provides intensive media and advocacy training for frontline development experts. With support from a team of experienced mentors and trainers, New Voices fellows develop and amplify their ideas to bring about meaningful change.",,10/15/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/Capture-396155oktyy5glxocwmk8w.png,http://www.mladiinfo.eu/2019/08/19/new-voices-fellowship-aspen-institute-usa/,Fellowships,,Humanities and Social Sciences,All,All,USA
3338,"2020 Jansky Fellowship Program National Radio Astronomy Observatory, USA","The NRAO Jansky Fellowship Program provides numerous opportunities for early career scientists and engineers to acquire a deep knowledge and understanding of the state-of-the-art in radio astronomy and to establish themselves as innovative, independent research scientists and engineers. Jansky Fellows are encouraged to develop research collaborations with NRAO scientific staff, scientists at U.S. universities, and their colleagues in the international astronomical or instrumentation community. An annual, multi-day NRAO Postdoctoral Symposium fosters collaboration between Jansky Fellows and the Observatory’s scientific staff.",,11/1/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/nrao-396126r6qzcwfbprkqakg0.jpg,http://www.mladiinfo.eu/2019/08/19/2020-jansky-fellowship-program/,Fellowships,,Engineering and Technology,All,All,USA
3342,"PhD in International and Public Law, Ethics and Economics for Sustainable Development","The Universities of Milan, Rijeka and Maastricht are seeking six outstanding and committed students to carry out a three-year multidisciplinary research project, based at more than one participating university. The three universities are launching LEES, a new doctoral programme in International and Public Law, Ethics and Economics for Sustainable Development. With courses, seminars and scientific research activities entirely in English, it addresses the complexities involved in sustainable development, and uses an innovative multidisciplinary approach that combines the contributions of law, ethics, and economics. The programme is managed by a highly qualified international doctoral board and supervised by an international scientific council composed by top scholars in the relevant fields of law ethics and economics, which will advise the board on the development of research lines and the programme of the yearly international workshops and summer schools.",Partially funded,10/14/2019,http://www.chimicaverdelombardia.it/wp-content/uploads/2018/01/unimi.png,https://www.unimi.it/en/postgraduate/phd/ay-2019-2020-international-and-public-law-ethics-and-economics-sustainable,Scholarships,,"Management, Humanities and Social Sciences",Masters,All,Italy
3343,PhD in economics - Behavioural economics: applications in the energy sector,"We are looking for a doctoral candidate with a master's degree in economics, statistics, econometrics or equivalent and a particular interest in energy efficiency, conservation and human behaviour as well as experimental economics. You will work within a large EU-funded project with other researchers at the Faculty of Economics and Business Administration at Vilnius University. The overarching purpose of this project will be to bring the discussion on inefficiencies in residential energy use from theory to practical application using innovative technical methods and insights from behavioural economics. To accomplish this, we will investigate inefficiencies in household energy use due to various behavioural issues, focussing on the lack of attention and relevant information about energy use and on the financial-energy literacy among Lithuanian households.",Partially funded,9/16/2019,https://www.vu.lt/site_images/new_og/logo_en.png,http://www.evaf.vu.lt/en/admisssions/doctoral-studies-info/phd-economy,Scholarships,,"Management, Humanities and Social Sciences",Masters,All,Lithuania
3345,Doctoral Programme in Interdisciplinary Environmental Sciences in University of Helsinki,"The Doctoral Programme in Interdisciplinary Environmental Sciences provides high quality education for students aiming for either academic or non-academic careers. The doctoral degree is based mainly on scientific research within one of the many research groups of the Interdisciplinary Environmental Sciences related research community. After obtaining a PhD from DENVI the student will be able to :-- Independently apply scientific research methods in the field of the programme,- Produce new scientific knowledge,- Critically evaluate the existing scientific knowledge,- Collaborate with people from different backgrounds,- Solve scientific, technical and practical problems in the field of the programme,- Follow high ethical principles in your work.",,9/27/2019,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/University_of_Helsinki.svg/1200px-University_of_Helsinki.svg.png,https://www.helsinki.fi/en/doctoral-programme-in-interdisciplinary-environmental-sciences-4-years/1.2.246.562.17.365578208210,Scholarships,,"Natural Sciences, Humanities and Social Sciences",Doctorate,All,Finland
3346,"Biostatistics M.Sc., Ph.D. in University of Saskatchewan","Biostatistics is the study of statistical techniques applied to medical, biological and agricultural data. Applications arise in areas such as public health, clinical medicine, veterinary medicine, health services, and occupational/environmental health. The Biostatistics Program is a collaborative venture of the School of Public Health, Department of Community Health and Epidemiology, and Department of Mathematics and Statistics. Through classroom participation, laboratory sessions, biostatistical consulting opportunities with core faculty members, and research, MSc and PhD students will have the opportunity to explore developments in theoretical statistics and the application of this theory in the life sciences. The Biostatistics Program provides students with opportunities to study and conduct research in such areas as: Design and analysis of clinical trials; Longitudinal data analysis; Analysis of complex survey data; Measurement error; Survival analysis; Computational statistics; and Multivariate statistics. The program prepares MSc graduates for positions that require expertise in data management, study design, and statistical modelling. The program prepares PhD graduates to assume faculty or other research-oriented positions in academic institutions or to take leadership positions in organizations that conduct health-related research.",,10/30/2019,https://www.hannonhill.com/_files/images/case-studies/University-of-Saskatchewan-logo.jpg,https://grad.usask.ca/programs/biostatistics.php#Program,Admissions,,"Life Sciences and Medicine, Natural Sciences",Bachelors,All,Canada
3347,Doctor of Business Administration (DBA) in SBS Swiss Business School,"The Doctor of Business Administration is an integrated work and research program for management practitioners and professionals, who are oriented towards making a significant contribution to practice and policy. The program may be completed in a minimum of three years. The coursework component takes place during the first year. Courses are conducted in the classroom in an intensive workshop model with face-to-face seminars. All courses are assessed by written assignments. The transition from coursework phase to the research phase is by the candidate completing the set of assessed Research Proposals. On satisfactory completion of the coursework candidates enter the research phase where they undertake individual, supervised research projects. The output of each research project is a research paper of publishable style and quality. The dissertation is submitted for external examination. Consequently there will be scope for requisite specialization within a general organizational and management framework. Graduates from the program are expected to make a key contribution to practice, so program work will relate to leadership, change and process management as well as research methodologies.",,9/30/2019,http://www.atmsedu.org/wp-content/uploads/2018/02/SBS-Logo-New-01-01.png,https://www.sbs.edu/programs/dba,Admissions,,Management,Masters,All,Switzerland
3350,Doctor of Business Administration at Saint Mary's University of Minnesota,"Top-level executives and leaders seeking an educational challenge that will afford them tremendous personal and professional growth should look no further than a Doctor of Business Administration (D.B.A.) degree from Saint Mary’s University of Minnesota. Saint Mary’s rich learning environment encourages collaboration and in-depth conversations with your peers and you’ll have the opportunity to explore your passions through research and reflection alongside highly regarded scholar-practitioners. Regardless of your background—business, government, nonprofit, military, higher education, or something else—you’ll find significant value in the breadth of perspectives represented and the skills that you build that can be immediately applied to your workplace. When you graduate with a doctorate from Saint Mary’s you’ll feel well-prepared to advance in your field and use your expertise to positively impact organizational goals. All Saint Mary’s doctoral candidates in Business Administration enter with a master’s degree and are encouraged to research their interests as they align with one of two specialization tracks: Management and Strategy or Business Economics and Finance. Each specialization track offers unique courses and degree requirements.",,10/31/2019,https://yt3.ggpht.com/a/AGF-l79WXAe7SnsaiHIat47SKcln3tn-ymsdwn4U8Q=s900-c-k-c0xffffffff-no-rj-mo,https://www.smumn.edu/academics/graduate/business-technology/doctor-of-business-administration-dba,Admissions,,Management,Masters,All,USA
3351,Law and Political Science (PhD) at University of Szeged,"The Doctoral School of the Faculty of Law and Political Sciences of the University of Szeged was established in 2002. In the previous period PhD students had participated in individual training. Our Doctoral School aims to give the opportunity for doctoral students to deepen their knowledge in legal research methodology and to gain more experience in the theoretical background and the practical issues according to their special professional interests. Our Doctoral School provides facilities to pursue doctoral studies in the frame of 6 alternative training programmes. Beside the well-known university professors, there are numerous PhD supervisor associate professors having much experience. The younger generation of scholars at the Faculty also undertakes supervising tasks, therefore, we can provide consultants to nearly any chosen research topics to those interested.",,9/20/2019,"https://res-2.cloudinary.com/abroad101/image/upload/c_limit,h_800,w_800/v1433752496/Program_14232_ProfilePhoto__b71a.gif",http://www.u-szeged.hu/english/study-programmes/law-and-political-science-phd?folderID=36768&objectParentFolderId=36766,Admissions,,Humanities and Social Sciences,Masters,Europe,Hungary
3352,Ph.D. in Human Capital Management at Bellevue University,"The Ph.D. in Human Capital Management is designed to equip graduates to be effective in designing human capital development programs, measuring the effectiveness of human capital investment, and communicating / collaborating with organizational leaders. The program is focused on the latest knowledge and practice related to the development of human capital and other human-derived sources of capital with the goal of advancing organizational performance. Curriculum for the program is based on extant literature, original research, and the experience of Bellevue University's College of Business faculty and practicing scholars.",,9/30/2019,https://d92mrp7hetgfk.cloudfront.net/images/sites/misc/bellevue_u-1/standard.png?1548463870,https://www.bellevue.edu/degrees/doctoral/human-capital-mgmt/,Admissions,,Management,Masters,All,Online
3353,Ph.D. in Public Policy at Liberty University,"Liberty University offers the Ph.D. in Public Policy in a 100% online learning environment, you can earn your degree while remaining active in your community, family, and church. Your PhD in Public Policy studies will give you the opportunity to study under professors who are experienced in real-world policymaking and embody a Christ-centered professional philosophy. With Liberty’s online Ph.D. in Public Policy, you can pursue policy research excellence without compromising your ethics and values. As a public policy expert, you can play an active role in positively impacting the future of our country. Liberty University’s Ph.D. in Public Policy can give you the ethical grounding and skills you need to shape local, state, and national policy in order to reflect biblical values through life, liberty, and the pursuit of happiness.",,9/30/2019,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Liberty_University_seal.svg/1200px-Liberty_University_seal.svg.png,https://www.liberty.edu/online/government/doctoral/public-policy/,Admissions,,Humanities and Social Sciences,Doctorate,All,Online
3354,Doctor of Business Administration at Charles Sturt University,"CSU's Doctor of Business Administration is a research-based professional doctorate designed to enhance your professional practice and further your knowledge of business, management and administration. Providing a strongly industry focused and practically relevant education, this degree will suit you if you have a business or management background and wish to develop advanced research, analytical and problem-solving skills. The Doctor of Business Administration gives you the opportunity to make a significant contribution to business/professional practice by conducting innovative research.",,10/15/2019,https://www.army.gov.au/sites/default/files/images/page/chares-sturt-logo_460x306.jpg,https://about.csu.edu.au/our-university/important-dates,Admissions,,"Management, Humanities and Social Sciences","Masters, Doctorate",All,Online
3355,Ph.D. in Business Administration at Golden Gate University,"The Doctor of Business Administration (DBA) provides an opportunity for working professionals to advance their career with a doctoral degree while still working in their field, also in the areas of consulting or teaching. GGU seeks doctoral candidates with strong intellects, proper educational preparation, breadth and depth of managerial or professional experience, and the capacity for disciplined scholarly investigation. In keeping with our commitment to working-adult professionals, we have one of the few accredited doctoral programs in the Bay Area that allows you to complete doctoral studies on a part-time basis and accommodate your work schedule by attending evening and weekend classes. Offered on site at our San Francisco campus, the Doctor of Business Administration program offers a state of-the-art curriculum delivered by experienced, highly qualified professors. The DBA program is designed for professionals who want to further their career with the most advanced business degree program GGU offers. Our students are one of the program's greatest strengths.",,9/30/2019,https://mir-s3-cdn-cf.behance.net/project_modules/1400/95299046604337.585af40219246.jpg,http://www.ggu.edu/programs/business-and-management/doctor-of-business-administration,Admissions,,"Management, Humanities and Social Sciences",Doctorate,All,USA
